image,vrai_label,prediction,confiance,methode,yolo_classe,yolo_confiance,ocr_medicament,ocr_confiance,dosage,latence_s,correct
bruit_IMG-20260614-WA0032.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AULIN,0.8,ocr_seul,?,0.0,AULIN,0.8,?,1.33,False
bruit_IMG-20260612-WA0234.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ROCMALINE,0.75,ocr_seul,?,0.0,ROCMALINE,0.75,?,5.25,False
orig_IMG-20260612-WA0075.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.65,ocr_seul,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.65,?,1.02,False
orig_1781268751803.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ERYSOL,0.67,ocr_seul,?,0.0,ERYSOL,0.67,?,3.79,False
lum_IMG-20260612-WA0158.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE,1.0,ocr_seul,?,0.0,DOLIPRANE,1.0,?,0.79,False
rot_1781527998682.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PYLERA 14/125/15MG FL 120GELU,1.0,ocr_seul,?,0.0,PYLERA 14/125/15MG FL 120GELU,1.0,?,3.04,False
lum_1781268752368.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ISOLONE,1.0,ocr_seul,BOX,0.515,ISOLONE,1.0,?,1.08,False
rot_1781527998372.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.75,ocr_seul,?,0.0,I3.1,0.75,?,5.27,False
rot_IMG-20260612-WA0024(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOCLAV,1.0,ocr_seul,BOX,0.844,SOCLAV,1.0,19/125,1.56,False
orig_IMG-20260614-WA0074.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ADALATE,0.67,ocr_seul,BOX,0.355,ADALATE,0.67,?,1.04,False
rot_1781527999048.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PROCLOR,0.86,ocr_seul,?,0.0,PROCLOR,0.86,5 mg,3.59,False
rot_IMG-20260614-WA0002.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,4.7,False
rot_1781527998042.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.13,False
bruit_WhatsApp Image 2026-06-12 at 15.06.18 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,D-CURE 25000UI/ GELULE BTE 4,0.8,ocr_seul,?,0.0,D-CURE 25000UI/ GELULE BTE 4,0.8,?,0.84,False
rot_1781527997212.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.95,False
lum_IMG-20260614-WA0045.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OSPEN,0.8,ocr_seul,BOX,0.756,OSPEN,0.8,?,0.8,False
rot_IMG-20260614-WA0057.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MAG 2,0.6,ocr_seul,BOX,0.301,MAG 2,0.6,?,2.15,False
rot_1781527998213.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.74,False
rot_1781527997344.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,2.89,False
lum_IMG-20260612-WA0351.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OLIGO-ELEMENTS,1.0,ocr_seul,BOX,0.791,OLIGO-ELEMENTS,1.0,?,3.28,False
orig_IMG-20260612-WA0275.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,150 g,4.37,False
bruit_WhatsApp Image 2026-06-12 at 15.06.19 (2).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,TOPSYNE A.P.G. 0.05% 15G PDE,0.78,ocr_seul,?,0.0,TOPSYNE A.P.G. 0.05% 15G PDE,0.78,?,0.9,False
bruit_1781527998468.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AZOLE 4%,1.0,ocr_seul,?,0.0,AZOLE 4%,1.0,4099 g,6.75,False
bruit_IMG-20260614-WA0051.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LOREUS,0.83,ocr_seul,?,0.0,LOREUS,0.83,57 g,2.08,False
bruit_1781527996840.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.21,False
bruit_IMG-20260612-WA0346.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EOSINE AQUEUSE,1.0,ocr_seul,?,0.0,EOSINE AQUEUSE,1.0,٤2%,2.94,False
rot_1781527996607.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VENTOLINE 0.5MG/ML /6 AMP 0% (SP),0.95,ocr_seul,?,0.0,VENTOLINE 0.5MG/ML /6 AMP 0% (SP),0.95,?,3.09,False
rot_IMG-20260612-WA0200.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CARDENSIEL,0.9,ocr_seul,BOX,0.385,CARDENSIEL,0.9,?,3.84,False
bruit_1781527999125.jpg,PHOTOS MEDICAMENTS AUGMENTEES,KAMAGRA 50MG B/1 (CC) (R),0.63,ocr_seul,?,0.0,KAMAGRA 50MG B/1 (CC) (R),0.63,?,3.83,False
lum_1781527998984.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPRO,0.8,ocr_seul,?,0.0,ASPRO,0.8,?,4.1,False
orig_IMG-20260614-WA0050.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZOMETA,0.83,ocr_seul,?,0.0,ZOMETA,0.83,?,1.84,False
rot_IMG-20260612-WA0263.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MAG 2,0.8,ocr_seul,?,0.0,MAG 2,0.8,375mg,3.48,False
orig_1781527998934.jpg,PHOTOS MEDICAMENTS AUGMENTEES,XYCET 0.05% 60ML,0.69,ocr_seul,?,0.0,XYCET 0.05% 60ML,0.69,?,3.38,False
lum_IMG-20260614-WA0026.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,1.02,False
bruit_IMG-20260613-WA0052.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RANCIPHEX 10MG 14CP,0.95,ocr_seul,?,0.0,RANCIPHEX 10MG 14CP,0.95,?,0.97,False
rot_WhatsApp Image 2026-06-12 at 15.07.45 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,NEOMOX,0.773,accord_yolo_ocr,BOX,0.346,NEOMOX,1.0,?,0.78,False
orig_IMG-20260612-WA0152.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ALER Z,0.83,ocr_seul,BOX,0.574,ALER Z,0.83,50mg,1.53,False
lum_IMG-20260614-WA0046.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AZ,1.0,ocr_seul,?,0.0,AZ,1.0,30%,1.97,False
orig_IMG-20260612-WA0276.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TRIELLA,0.86,ocr_seul,?,0.0,TRIELLA,0.86,15 mg,3.24,False
lum_1781527998111.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.75,ocr_seul,?,0.0,I3.1,0.75,?,3.35,False
lum_WhatsApp Image 2026-06-12 at 15.07.45 (3).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,NEOMOX,0.858,accord_yolo_ocr,BOX,0.515,NEOMOX,1.0,?,1.17,False
lum_1781527998372.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,2 g,4.66,False
orig_1781527999094.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PROCLOR,0.86,ocr_seul,?,0.0,PROCLOR,0.86,5mg,3.59,False
bruit_IMG-20260614-WA0014.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DICETEL,0.86,ocr_seul,?,0.0,DICETEL,0.86,?,2.25,False
lum_IMG-20260612-WA0260.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE 1000MG,1.0,ocr_seul,?,0.0,DOLIPRANE 1000MG,1.0,?,2.92,False
lum_IMG-20260614-WA0074.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.62,ocr_seul,BOX,0.35,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.62,?,1.06,False
bruit_WhatsApp Image 2026-06-12 at 15.07.45.jpeg,PHOTOS MEDICAMENTS AUGMENTEES,NEOMOX,1.0,ocr_seul,?,0.0,NEOMOX,1.0,?,0.52,False
bruit_1781527998357.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TOPSYNE A.P.G. 0.05% 15G PDE,0.67,ocr_seul,?,0.0,TOPSYNE A.P.G. 0.05% 15G PDE,0.67,?,4.44,False
rot_IMG-20260614-WA0012.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PILO 2,0.67,ocr_seul,?,0.0,PILO 2,0.67,?,2.41,False
rot_1781527999298.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.6,ocr_seul,BOX,0.38,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.6,?,1.66,False
orig_WhatsApp Image 2026-06-12 at 15.07.34.jpeg,PHOTOS MEDICAMENTS AUGMENTEES,DOLI,1.0,ocr_seul,?,0.0,DOLI,1.0,2 g,0.88,False
bruit_IMG-20260612-WA0018(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLI,1.0,ocr_seul,?,0.0,DOLI,1.0,500/200/25,0.97,False
lum_IMG-20260612-WA0011(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,NEORAL,0.83,ocr_seul,BOX,0.577,NEORAL,0.83,5mg,1.16,False
rot_IMG-20260612-WA0141.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EFDOL CAFEINE,1.0,ocr_seul,?,0.0,EFDOL CAFEINE,1.0,?,4.29,False
lum_IMG-20260614-WA0075.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NEORAL,0.8,ocr_seul,BOX,0.762,NEORAL,0.8,5 ml,1.27,False
lum_IMG-20260614-WA0031.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LOREUS,0.83,ocr_seul,?,0.0,LOREUS,0.83,100 ml,1.67,False
rot_WhatsApp Image 2026-06-12 at 15.07.34 (4).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,CRISTAL,1.0,ocr_seul,BOX,0.739,CRISTAL,1.0,156/18,3.02,False
orig_1781268751588.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I MAG,0.8,ocr_seul,?,0.0,I MAG,0.8,?,3.87,False
bruit_IMG-20260612-WA0087.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXFORGE 5 MG/80 MG,1.0,ocr_seul,?,0.0,EXFORGE 5 MG/80 MG,1.0,?,1.2,False
bruit_1781527998730.jpg,PHOTOS MEDICAMENTS AUGMENTEES,IXOR,0.75,ocr_seul,?,0.0,IXOR,0.75,?,10.83,False
rot_1781527996564.jpg,PHOTOS MEDICAMENTS AUGMENTEES,VENTOLINE,1.0,ocr_seul,?,0.0,VENTOLINE,1.0,?,3.11,False
lum_1781527997363.jpg,PHOTOS MEDICAMENTS AUGMENTEES,S-CORT 20 MG,0.8,ocr_seul,?,0.0,S-CORT 20 MG,0.8,?,3.03,False
orig_IMG-20260614-WA0020.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NO-SPA,0.91,ocr_seul,?,0.0,NO-SPA,0.91,?,0.83,False
bruit_1781527997363.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NEOCORT,0.73,ocr_seul,?,0.0,NEOCORT,0.73,?,3.7,False
rot_1781527997749.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TRIACEPHINE PHARMA5 I.V,0.8,ocr_seul,?,0.0,TRIACEPHINE PHARMA5 I.V,0.8,?,3.1,False
bruit_1781527998291.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.21,False
bruit_IMG-20260614-WA0020.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NO-SPA,0.91,ocr_seul,?,0.0,NO-SPA,0.91,?,0.94,False
bruit_1781527997402.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.37,False
rot_image-1781306796917.jpg,PHOTOS MEDICAMENTS AUGMENTEES,GENTAL,0.83,ocr_seul,?,0.0,GENTAL,0.83,6040 g,6.49,False
bruit_1781527998573.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PHARMATEX 18.9MG 6 CAPS GYN,1.0,ocr_seul,?,0.0,PHARMATEX 18.9MG 6 CAPS GYN,1.0,?,3.43,False
orig_WhatsApp Image 2026-06-12 at 15.06.18.jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SYNTHOL,0.6,ocr_seul,BOX,0.487,SYNTHOL,0.6,1 %,1.33,False
bruit_1781527998501.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE 1000MG,1.0,ocr_seul,?,0.0,DOLIPRANE 1000MG,1.0,?,3.69,False
orig_1781527999281.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ERYSOL,0.67,ocr_seul,?,0.0,ERYSOL,0.67,?,1.65,False
orig_IMG-20260612-WA0200.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CARDENSIEL,1.0,ocr_seul,BOX,0.384,CARDENSIEL,1.0,5 mg,4.41,False
orig_IMG-20260612-WA0265.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CLOPRAME,0.75,ocr_seul,?,0.0,CLOPRAME,0.75,?,3.8,False
rot_IMG-20260612-WA0345.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ROMAC,0.8,ocr_seul,?,0.0,ROMAC,0.8,?,4.22,False
bruit_IMG-20260614-WA0074.jpg,PHOTOS MEDICAMENTS AUGMENTEES,LEVAMOX 1000/125 12CP EFFER (H),1.0,ocr_seul,?,0.0,LEVAMOX 1000/125 12CP EFFER (H),1.0,?,0.9,False
rot_1781527998918.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ART 50,0.67,ocr_seul,?,0.0,ART 50,0.67,?,3.3,False
orig_WhatsApp Image 2026-06-12 at 15.06.53 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,ARGO,1.0,ocr_seul,BOX,0.695,ARGO,1.0,?,1.48,False
lum_1781527999016.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PROCLOR,0.86,ocr_seul,?,0.0,PROCLOR,0.86,?,3.57,False
rot_IMG-20260612-WA0071.jpg,PHOTOS MEDICAMENTS AUGMENTEES,OSSOPAN,0.71,ocr_seul,BOX,0.832,OSSOPAN,0.71,?,2.01,False
rot_1781527998746.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.17,False
bruit_1781527997949.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SALINE PLUS 0.9% 20 UNIDOSES 5ML,0.75,ocr_seul,?,0.0,SALINE PLUS 0.9% 20 UNIDOSES 5ML,0.75,?,4.02,False
lum_IMG-20260614-WA0018.jpg,PHOTOS MEDICAMENTS AUGMENTEES,TOPSYNE A.P.G. 0.05% 15G PDE,0.55,ocr_fallback,?,0.0,TOPSYNE A.P.G. 0.05% 15G PDE,0.55,?,1.1,False
rot_IMG-20260614-WA0067.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZANIDIP,0.57,ocr_fallback,?,0.0,ZANIDIP,0.57,?,1.26,False
bruit_WhatsApp Image 2026-06-12 at 15.06.19 (5).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.67,ocr_seul,?,0.0,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.67,5 g,1.09,False
orig_1781527997836.jpg,PHOTOS MEDICAMENTS AUGMENTEES,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.6,ocr_seul,?,0.0,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,0.6,?,2.97,False
lum_IMG-20260614-WA0040.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.6,ocr_seul,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.6,?,2.22,False
bruit_1781527998042.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.67,False
bruit_IMG-20260612-WA0094.jpg,PHOTOS MEDICAMENTS AUGMENTEES,AGIFENE,0.86,ocr_seul,?,0.0,AGIFENE,0.86,0 g,1.88,False
rot_IMG-20260612-WA0279.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CETAMYL,1.0,ocr_seul,?,0.0,CETAMYL,1.0,1000 g,2.63,False
lum_IMG-20260614-WA0060.jpg,PHOTOS MEDICAMENTS AUGMENTEES,GLUCOPHAGE 850MG RET /60 0%,0.6,ocr_seul,?,0.0,GLUCOPHAGE 850MG RET /60 0%,0.6,?,1.17,False
lum_1781527998196.jpg,PHOTOS MEDICAMENTS AUGMENTEES,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.7,ocr_seul,?,0.0,SOLUPRED 20MG /20CP TVA 0% (P) (H),0.7,?,3.34,False
orig_1781527997906.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.57,ocr_fallback,?,0.0,I3.1,0.57,?,3.73,False
orig_IMG-20260612-WA0018(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLI,1.0,ocr_seul,BOX,0.806,DOLI,1.0,500/200/25,1.41,False
rot_IMG-20260612-WA0073.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ALER-Z 14 CP (P),0.61,ocr_seul,?,0.0,ALER-Z 14 CP (P),0.61,?,1.13,False
orig_1781527998252.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PRAZOL,1.0,ocr_seul,?,0.0,PRAZOL,1.0,9 g,8.76,False
bruit_1781527997725.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.94,False
lum_IMG-20260614-WA0047.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ZOTROL,0.83,ocr_seul,BOX,0.486,ZOTROL,0.83,?,1.18,False
rot_WhatsApp Image 2026-06-12 at 15.07.34 (6).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,CRISTAL,1.0,ocr_seul,BOX,0.789,CRISTAL,1.0,150 mg,2.95,False
rot_1781527997791.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"INNOHEP 14 000 UI ANTI-XA/0,7 ML",1.0,ocr_seul,?,0.0,"INNOHEP 14 000 UI ANTI-XA/0,7 ML",1.0,?,2.82,False
rot_IMG-20260612-WA0022(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,AUGMENTIN,1.0,ocr_seul,BOX,0.829,AUGMENTIN,1.0,"2,50mg",2.15,False
bruit_1781527996492.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.79,False
rot_IMG-20260612-WA0346.jpg,PHOTOS MEDICAMENTS AUGMENTEES,POSINE,0.83,ocr_seul,BOX,0.563,POSINE,0.83,2%,3.03,False
bruit_WhatsApp Image 2026-06-12 at 15.07.35 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,KARDEGIC 75MG,1.0,ocr_seul,?,0.0,KARDEGIC 75MG,1.0,75mg,0.63,False
orig_1781527997971.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.56,ocr_fallback,?,0.0,ASPEGIC 100MG B/20 STS N (P) (H) (CHC),0.56,?,3.39,False
orig_IMG-20260614-WA0028.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.77,ocr_seul,?,0.0,"BC-F 8,4%",0.77,?,1.2,False
lum_1781527998918.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CINET,0.75,ocr_seul,?,0.0,CINET,0.75,?,3.39,False
bruit_IMG-20260612-WA0032(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,SURGAM,1.0,ocr_seul,?,0.0,SURGAM,1.0,?,1.39,False
bruit_1781527999142.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.56,False
lum_IMG-20260614-WA0048.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXEMPLE 500MG,0.75,ocr_seul,?,0.0,EXEMPLE 500MG,0.75,?,1.53,False
rot_1781527998468.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PRAZOL,1.0,ocr_seul,?,0.0,PRAZOL,1.0,4099 g,7.21,False
orig_WhatsApp Image 2026-06-12 at 15.07.34 (3).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SPIRIVA,0.83,ocr_seul,BOX,0.797,SPIRIVA,0.83,?,1.15,False
orig_IMG-20260614-WA0011.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"TIM-87 0,5 %",0.56,ocr_fallback,?,0.0,"TIM-87 0,5 %",0.56,?,1.4,False
orig_IMG-20260612-WA0034(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ANTIBIO SYNALAR GOUTTES AURICU,0.97,ocr_seul,BOX,0.742,ANTIBIO SYNALAR GOUTTES AURICU,0.97,10 ml,1.07,False
lum_IMG-20260612-WA0344.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PRAZOL,1.0,ocr_seul,?,0.0,PRAZOL,1.0,11/ 7,4.21,False
orig_IMG-20260614-WA0060.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MOBIC,0.6,ocr_seul,?,0.0,MOBIC,0.6,?,1.16,False
rot_1781527997188.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CURACNÉ 10MG,0.67,ocr_seul,?,0.0,CURACNÉ 10MG,0.67,?,3.2,False
bruit_IMG-20260614-WA0067.jpg,PHOTOS MEDICAMENTS AUGMENTEES,CHLORURE DE SODIUM 0.9%,0.8,ocr_seul,?,0.0,CHLORURE DE SODIUM 0.9%,0.8,?,0.7,False
bruit_IMG-20260612-WA0016(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,CIPROFLOXACINE WIN 250 MG,0.67,ocr_seul,?,0.0,CIPROFLOXACINE WIN 250 MG,0.67,?,0.95,False
rot_WhatsApp Image 2026-06-12 at 15.06.18 (1).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,SYNTHOL,0.6,ocr_seul,BOX,0.509,SYNTHOL,0.6,?,1.6,False
orig_IMG-20260614-WA0004.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ODIA,0.75,ocr_seul,?,0.0,ODIA,0.75,0/0,3.77,False
lum_IMG-20260612-WA0151.jpg,PHOTOS MEDICAMENTS AUGMENTEES,COTIPRED,1.0,ocr_seul,BOX,0.326,COTIPRED,1.0,?,0.87,False
bruit_IMG-20260612-WA0020(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,PRAZOL,1.0,ocr_seul,BOX,0.322,PRAZOL,1.0,40 mg,1.14,False
bruit_WhatsApp Image 2026-06-12 at 15.06.53 (4).jpeg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,0.67,False
lum_IMG-20260614-WA0077.jpg,PHOTOS MEDICAMENTS AUGMENTEES,MUXOL,0.6,ocr_seul,BOX,0.59,MUXOL,0.6,8 g,1.48,False
bruit_IMG-20260612-WA0347.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ISONE,0.8,ocr_seul,?,0.0,ISONE,0.8,?,6.79,False
bruit_IMG-20260612-WA0354.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.62,ocr_seul,?,0.0,"BC-F 8,4%",0.62,?,4.84,False
rot_IMG-20260612-WA0138.jpg,PHOTOS MEDICAMENTS AUGMENTEES,NIDAZOL,1.0,ocr_seul,BOX,0.744,NIDAZOL,1.0,189/1,6.57,False
orig_IMG-20260612-WA0319.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,4.0,False
bruit_1781527998699.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,?,0.0,I3.1,0.67,?,3.75,False
lum_IMG-20260612-WA0365.jpg,PHOTOS MEDICAMENTS AUGMENTEES,I3.1,0.67,ocr_seul,BOX,0.729,I3.1,0.67,57 %,5.88,False
rot_IMG-20260614-WA0007.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.65,ocr_seul,?,0.0,ASPEGIC 1000MG B/10 STS (P) (H) (CHC),0.65,?,1.12,False
bruit_1781527998058.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.67,ocr_seul,?,0.0,"BC-F 8,4%",0.67,?,4.36,False
bruit_1781527997480.jpg,PHOTOS MEDICAMENTS AUGMENTEES,EXFORGE 5 MG/80 MG,1.0,ocr_seul,?,0.0,EXFORGE 5 MG/80 MG,1.0,?,3.41,False
lum_IMG-20260612-WA0296.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.62,ocr_seul,?,0.0,"BC-F 8,4%",0.62,40mg,3.67,False
lum_1781527997325.jpg,PHOTOS MEDICAMENTS AUGMENTEES,?,0.0,ocr_fallback,?,0.0,?,0.0,?,3.34,False
bruit_IMG-20260614-WA0004.jpg,PHOTOS MEDICAMENTS AUGMENTEES,ATENOR,0.67,ocr_seul,?,0.0,ATENOR,0.67,?,1.22,False
lum_IMG-20260612-WA0130.jpg,PHOTOS MEDICAMENTS AUGMENTEES,"BC-F 8,4%",0.67,ocr_seul,BOX,0.703,"BC-F 8,4%",0.67,?,4.21,False
orig_1781527997522.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PREDNI 20,0.62,ocr_seul,?,0.0,PREDNI 20,0.62,?,3.59,False
lum_IMG-20260612-WA0044(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ISOLONE,1.0,ocr_seul,BOX,0.51,ISOLONE,1.0,?,1.07,False
orig_IMG-20260612-WA0158.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE,1.0,ocr_seul,?,0.0,DOLIPRANE,1.0,?,0.89,False
bruit_1781527999079.jpg,PHOTOS MEDICAMENTS AUGMENTEES,PROCLOR,0.86,ocr_seul,?,0.0,PROCLOR,0.86,?,4.46,False
orig_IMG-20260612-WA0042(1).jpg,PHOTOS MEDICAMENTS AUGMENTEES,ARGO,0.75,ocr_seul,BOX,0.806,ARGO,0.75,200/6,1.42,False
orig_IMG-20260612-WA0342.jpg,PHOTOS MEDICAMENTS AUGMENTEES,DOLIPRANE,0.89,ocr_seul,?,0.0,DOLIPRANE,0.89,?,2.46,False
bruit_IMG-20260612-WA0132.jpg,PHOTOS MEDICAMENTS AUGMENTEES,COMBIGAN 0.2% 0.5% COLLYRE 5M,0.64,ocr_seul,?,0.0,COMBIGAN 0.2% 0.5% COLLYRE 5M,0.64,?,4.33,False
